Manuscript ID,Manuscript Type,Manuscript Type,Submission Date,Submission Question,Submission Question Response
[redacted],Research,Research,16/05/2023 23:49,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,16/05/2023 23:49,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,17/05/2023 7:53,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,17/05/2023 7:53,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,17/05/2023 8:23,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,17/05/2023 8:23,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,17/05/2023 9:22,"Does your paper present new data, or use data/models published elsewhere?",My paper has no data
[redacted],Research,Research,17/05/2023 9:22,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Review,Review,17/05/2023 9:54,"Does your paper present new data, or use data/models published elsewhere?",My paper has no data
[redacted],Review,Review,17/05/2023 9:54,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,17/05/2023 10:05,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,17/05/2023 10:05,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,17/05/2023 10:53,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,17/05/2023 10:53,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,17/05/2023 10:57,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,17/05/2023 10:57,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,17/05/2023 13:11,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,17/05/2023 13:11,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Special Feature Reviews,Special Feature Reviews,17/05/2023 14:21,"Does your paper present new data, or use data/models published elsewhere?",My paper has no data
[redacted],Special Feature Reviews,Special Feature Reviews,17/05/2023 14:21,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,17/05/2023 16:47,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,17/05/2023 16:47,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Review,Review,17/05/2023 18:40,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Review,Review,17/05/2023 18:40,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,17/05/2023 20:08,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,17/05/2023 20:08,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,17/05/2023 22:11,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,17/05/2023 22:11,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Review,Review,17/05/2023 22:25,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Review,Review,17/05/2023 22:25,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,18/05/2023 7:22,"Does your paper present new data, or use data/models published elsewhere?",My paper has no data
[redacted],Research,Research,18/05/2023 7:22,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,18/05/2023 8:40,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,18/05/2023 8:40,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,18/05/2023 8:49,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,18/05/2023 8:49,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,18/05/2023 9:28,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,18/05/2023 9:28,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,18/05/2023 9:32,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,18/05/2023 9:32,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,18/05/2023 9:33,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,18/05/2023 9:33,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,18/05/2023 10:29,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,18/05/2023 10:29,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Review,Review,19/05/2023 3:11,"Does your paper present new data, or use data/models published elsewhere?",My paper has no data
[redacted],Review,Review,19/05/2023 3:11,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,19/05/2023 8:16,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,19/05/2023 8:16,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,19/05/2023 10:38,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,19/05/2023 10:38,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,19/05/2023 11:38,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,19/05/2023 11:38,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,19/05/2023 11:41,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,19/05/2023 11:41,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Biological Science Practices,Biological Science Practices,19/05/2023 14:06,"Does your paper present new data, or use data/models published elsewhere?",My paper has no data
[redacted],Biological Science Practices,Biological Science Practices,19/05/2023 14:06,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,19/05/2023 14:21,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,19/05/2023 14:21,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Evidence Synthesis,Evidence Synthesis,21/05/2023 19:09,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Evidence Synthesis,Evidence Synthesis,21/05/2023 19:09,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,22/05/2023 2:39,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,22/05/2023 2:39,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Review,Review,22/05/2023 3:13,"Does your paper present new data, or use data/models published elsewhere?",My paper has no data
[redacted],Review,Review,22/05/2023 3:13,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,22/05/2023 6:20,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,22/05/2023 6:20,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,22/05/2023 11:46,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,22/05/2023 11:46,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,22/05/2023 13:00,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,22/05/2023 13:00,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,23/05/2023 2:48,"Does your paper present new data, or use data/models published elsewhere?",My paper has no data
[redacted],Research,Research,23/05/2023 2:48,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,23/05/2023 4:12,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,23/05/2023 4:12,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,23/05/2023 4:50,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,23/05/2023 4:50,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,23/05/2023 13:45,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,23/05/2023 13:45,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,24/05/2023 1:45,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,24/05/2023 1:45,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,24/05/2023 3:53,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,24/05/2023 3:53,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,24/05/2023 5:06,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,24/05/2023 5:06,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,24/05/2023 5:51,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,24/05/2023 5:51,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,24/05/2023 8:33,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,24/05/2023 8:33,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,24/05/2023 9:21,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,24/05/2023 9:21,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,24/05/2023 9:38,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,24/05/2023 9:38,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,24/05/2023 10:44,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,24/05/2023 10:44,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,24/05/2023 11:18,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,24/05/2023 11:18,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,24/05/2023 14:54,"Does your paper present new data, or use data/models published elsewhere?",My paper has no data
[redacted],Research,Research,24/05/2023 14:54,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,24/05/2023 15:50,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,24/05/2023 15:50,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,24/05/2023 19:23,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,24/05/2023 19:23,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,24/05/2023 22:48,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,24/05/2023 22:48,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,25/05/2023 3:24,"Does your paper present new data, or use data/models published elsewhere?",My paper has no data
[redacted],Research,Research,25/05/2023 3:24,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,25/05/2023 4:33,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,25/05/2023 4:33,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,25/05/2023 8:06,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,25/05/2023 8:06,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,25/05/2023 8:18,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,25/05/2023 8:18,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,25/05/2023 9:50,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,25/05/2023 9:50,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,25/05/2023 10:09,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,25/05/2023 10:09,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,25/05/2023 10:12,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,25/05/2023 10:12,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,25/05/2023 10:14,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,25/05/2023 10:14,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,25/05/2023 10:58,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,25/05/2023 10:58,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,25/05/2023 11:28,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,25/05/2023 11:28,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Review,Review,25/05/2023 12:52,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Review,Review,25/05/2023 12:52,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,26/05/2023 5:24,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,26/05/2023 5:24,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,26/05/2023 5:26,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,26/05/2023 5:26,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,26/05/2023 10:21,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,26/05/2023 10:21,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Comment,Comment,26/05/2023 16:05,"Does your paper present new data, or use data/models published elsewhere?",My paper has no data
[redacted],Comment,Comment,26/05/2023 16:05,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,26/05/2023 16:12,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,26/05/2023 16:12,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,27/05/2023 14:19,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,27/05/2023 14:19,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,28/05/2023 17:18,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,28/05/2023 17:18,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,28/05/2023 19:44,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,28/05/2023 19:44,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,28/05/2023 22:56,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,28/05/2023 22:56,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,29/05/2023 1:58,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,29/05/2023 1:58,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,29/05/2023 4:11,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,29/05/2023 4:11,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,29/05/2023 10:25,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,29/05/2023 10:25,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,29/05/2023 10:27,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,29/05/2023 10:27,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,29/05/2023 15:13,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,29/05/2023 15:13,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,29/05/2023 20:45,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,29/05/2023 20:45,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,29/05/2023 22:11,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,29/05/2023 22:11,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,30/05/2023 2:11,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,30/05/2023 2:11,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,30/05/2023 4:33,"Does your paper present new data, or use data/models published elsewhere?",Yes
