Manuscript.ID,Manuscript.Type,Submission.Question.Response.x,Submission.Question.Response.y
anon-ID_C_593,Research,My paper has no data,[redacted]
anon-ID_C_594,Review,My paper has no data,[redacted]
anon-ID_C_595,Research,Yes,[redacted]
anon-ID_C_596,Research,Yes,[redacted]
anon-ID_C_597,Research,Yes,[redacted]
anon-ID_C_598,Research,Yes,[redacted]
anon-ID_C_599,Research,My paper has no data,[redacted]
anon-ID_C_600,Research,Yes,[redacted]
anon-ID_C_601,Research,Yes,[redacted]
anon-ID_C_602,Research,Yes,[redacted]
anon-ID_C_603,Research,Yes,[redacted]
anon-ID_C_604,Research,Yes,[redacted]
anon-ID_C_605,Research,My paper has no data,[redacted]
anon-ID_C_606,Review,My paper has no data,[redacted]
anon-ID_C_607,Research,Yes,[redacted]
anon-ID_C_608,Research,Yes,[redacted]
anon-ID_C_609,Research,My paper has no data,[redacted]
anon-ID_C_610,Research,Yes,[redacted]
anon-ID_C_611,Research,My paper has no data,[redacted]
anon-ID_C_612,Research,Yes,[redacted]
anon-ID_C_613,Research,Yes,[redacted]
anon-ID_C_614,Research,My paper has no data,[redacted]
anon-ID_C_615,Research,Yes,[redacted]
anon-ID_C_616,Research,Yes,[redacted]
anon-ID_C_617,Research,Yes,[redacted]
anon-ID_C_618,Research,Yes,[redacted]
anon-ID_C_619,Research,Yes,[redacted]
anon-ID_C_620,Research,Yes,[redacted]
anon-ID_C_621,Research,Yes,[redacted]
anon-ID_C_622,Research,Yes,[redacted]
anon-ID_C_623,Research,Yes,[redacted]
anon-ID_C_624,Research,Yes,[redacted]
anon-ID_C_625,Research,Yes,[redacted]
anon-ID_C_626,Research,Yes,[redacted]
anon-ID_C_627,Research,Yes,[redacted]
anon-ID_C_628,Research,My paper has no data,[redacted]
anon-ID_C_629,Research,Yes,[redacted]
anon-ID_C_630,Research,Yes,[redacted]
anon-ID_C_631,Research,Yes,[redacted]
anon-ID_C_632,Research,Yes,[redacted]
anon-ID_C_633,Research,Yes,[redacted]
anon-ID_C_634,Research,Yes,[redacted]
anon-ID_C_635,Research,My paper has no data,[redacted]
anon-ID_C_636,Research,Yes,[redacted]
anon-ID_C_637,Research,Yes,[redacted]
anon-ID_C_638,Research,Yes,[redacted]
anon-ID_C_639,Research,My paper has no data,[redacted]
anon-ID_C_640,Evidence Synthesis,Yes,[redacted]
anon-ID_C_641,Research,Yes,[redacted]
anon-ID_C_642,Research,Yes,[redacted]
anon-ID_C_643,Research,Yes,[redacted]
anon-ID_C_644,Evidence Synthesis,Yes,[redacted]
anon-ID_C_645,Research,Yes,[redacted]
anon-ID_C_646,Research,Yes,[redacted]
anon-ID_C_647,Research,Yes,[redacted]
anon-ID_C_648,Research,Yes,[redacted]
anon-ID_C_649,Biological Science Practices,My paper has no data,[redacted]
anon-ID_C_650,Commentary,My paper has no data,[redacted]
anon-ID_C_651,Research,Yes,[redacted]
anon-ID_C_652,Research,Yes,[redacted]
anon-ID_C_653,Research,Yes,[redacted]
anon-ID_C_654,Research,Yes,[redacted]
anon-ID_C_655,Research,Yes,[redacted]
anon-ID_C_656,Research,Yes,[redacted]
anon-ID_C_657,Research,Yes,[redacted]
anon-ID_C_658,Research,Yes,[redacted]
anon-ID_C_659,Research,Yes,[redacted]
anon-ID_C_660,Research,Yes,[redacted]
anon-ID_C_661,Research,Yes,[redacted]
anon-ID_C_662,Research,Yes,[redacted]
anon-ID_C_663,Research,Yes,[redacted]
anon-ID_C_664,Research,Yes,[redacted]
anon-ID_C_665,Research,Yes,[redacted]
anon-ID_C_666,Research,Yes,[redacted]
anon-ID_C_667,Research,Yes,[redacted]
anon-ID_C_668,Research,Yes,[redacted]
anon-ID_C_669,Special Feature Reviews,My paper has no data,[redacted]
anon-ID_C_670,Research,Yes,[redacted]
anon-ID_C_671,Research,Yes,[redacted]
anon-ID_C_672,Research,Yes,[redacted]
anon-ID_C_673,Research,Yes,[redacted]
anon-ID_C_674,Research,Yes,[redacted]
anon-ID_C_675,Research,Yes,[redacted]
anon-ID_C_676,Research,Yes,[redacted]
anon-ID_C_677,Research,Yes,[redacted]
anon-ID_C_678,Special Feature Reviews,My paper has no data,[redacted]
anon-ID_C_679,Research,Yes,[redacted]
anon-ID_C_680,Research,Yes,[redacted]
anon-ID_C_681,Research,Yes,[redacted]
anon-ID_C_682,Research,Yes,[redacted]
anon-ID_C_683,Research,Yes,[redacted]
anon-ID_C_684,Research,My paper has no data,[redacted]
anon-ID_C_685,Review,My paper has no data,[redacted]
anon-ID_C_686,Research,Yes,[redacted]
anon-ID_C_687,Research,Yes,[redacted]
anon-ID_C_688,Research,Yes,[redacted]
anon-ID_C_689,Research,Yes,[redacted]
anon-ID_C_690,Research,Yes,[redacted]
anon-ID_C_691,Research,Yes,[redacted]
anon-ID_C_692,Research,Yes,[redacted]
anon-ID_C_693,Research,Yes,[redacted]
anon-ID_C_694,Research,Yes,[redacted]
anon-ID_C_695,Research,Yes,[redacted]
anon-ID_C_696,Research,Yes,[redacted]
anon-ID_C_697,Research,Yes,[redacted]
anon-ID_C_698,Research,Yes,[redacted]
anon-ID_C_699,Research,Yes,[redacted]
anon-ID_C_700,Research,Yes,[redacted]
anon-ID_C_701,Research,Yes,[redacted]
anon-ID_C_702,Special Feature Reviews,My paper has no data,[redacted]
anon-ID_C_703,Biological Science Practices,My paper has no data,[redacted]
anon-ID_C_704,Research,Yes,[redacted]
anon-ID_C_705,Research,Yes,[redacted]
anon-ID_C_706,Research,Yes,[redacted]
anon-ID_C_707,Research,Yes,[redacted]
anon-ID_C_708,Research,Yes,[redacted]
anon-ID_C_709,Research,Yes,[redacted]
anon-ID_C_710,Research,Yes,[redacted]
anon-ID_C_711,Research,Yes,[redacted]
anon-ID_C_712,Commentary,My paper has no data,[redacted]
anon-ID_C_713,Research,Yes,[redacted]
anon-ID_C_714,Research,Yes,[redacted]
anon-ID_C_715,Research,Yes,[redacted]
anon-ID_C_716,Research,Yes,[redacted]
anon-ID_C_717,Research,Yes,[redacted]
anon-ID_C_718,Research,Yes,[redacted]
anon-ID_C_719,Research,Yes,[redacted]
anon-ID_C_720,Research,Yes,[redacted]
anon-ID_C_721,Research,Yes,[redacted]
anon-ID_C_722,Research,My paper has no data,[redacted]
anon-ID_C_723,Research,Yes,[redacted]
anon-ID_C_724,Research,Yes,[redacted]
anon-ID_C_725,Research,Yes,[redacted]
anon-ID_C_726,Research,My paper has no data,[redacted]
anon-ID_C_727,Research,Yes,[redacted]
anon-ID_C_728,Research,Yes,[redacted]
anon-ID_C_729,Research,My paper has no data,[redacted]
anon-ID_C_730,Review,My paper has no data,[redacted]
anon-ID_C_731,Research,Yes,[redacted]
anon-ID_C_732,Research,Yes,[redacted]
anon-ID_C_733,Research,Yes,[redacted]
anon-ID_C_734,Research,Yes,[redacted]
anon-ID_C_735,Research,Yes,[redacted]
anon-ID_C_736,Research,Yes,[redacted]
anon-ID_C_737,Research,Yes,[redacted]
anon-ID_C_738,Research,Yes,[redacted]
anon-ID_C_739,Research,Yes,[redacted]
anon-ID_C_740,Research,Yes,[redacted]
anon-ID_C_741,Research,Yes,[redacted]
anon-ID_C_742,Research,Yes,[redacted]
anon-ID_C_743,Research,Yes,[redacted]
anon-ID_C_744,Research,Yes,[redacted]
anon-ID_C_745,Research,Yes,[redacted]
anon-ID_C_746,Research,Yes,[redacted]
anon-ID_C_747,Research,Yes,[redacted]
anon-ID_C_748,Research,Yes,[redacted]
anon-ID_C_749,Research,Yes,[redacted]
anon-ID_C_750,Research,Yes,[redacted]
anon-ID_C_751,Research,Yes,[redacted]
anon-ID_C_752,Research,Yes,[redacted]
anon-ID_C_753,Research,Yes,[redacted]
anon-ID_C_754,Research,Yes,[redacted]
anon-ID_C_755,Research,Yes,[redacted]
anon-ID_C_756,Research,Yes,[redacted]
anon-ID_C_757,Research,Yes,[redacted]
anon-ID_C_758,Research,Yes,[redacted]
anon-ID_C_759,Research,Yes,[redacted]
anon-ID_C_760,Research,Yes,[redacted]
anon-ID_C_761,Research,Yes,[redacted]
anon-ID_C_762,Research,Yes,[redacted]
anon-ID_C_763,Research,Yes,[redacted]
anon-ID_C_764,Research,Yes,[redacted]
anon-ID_C_765,Research,Yes,[redacted]
anon-ID_C_766,Research,Yes,[redacted]
anon-ID_C_767,Research,Yes,[redacted]
anon-ID_C_768,Research,Yes,[redacted]
anon-ID_C_769,Research,Yes,[redacted]
anon-ID_C_770,Research,Yes,[redacted]
anon-ID_C_771,Research,Yes,[redacted]
anon-ID_C_772,Research,Yes,[redacted]
anon-ID_C_773,Research,Yes,[redacted]
anon-ID_C_774,Research,My paper has no data,[redacted]
anon-ID_C_775,Research,Yes,[redacted]
anon-ID_C_776,Research,My paper has no data,[redacted]
anon-ID_C_777,Research,Yes,[redacted]
anon-ID_C_778,Research,Yes,[redacted]
anon-ID_C_779,Research,Yes,[redacted]
anon-ID_C_780,Research,My paper has no data,[redacted]
anon-ID_C_781,Research,Yes,[redacted]
anon-ID_C_782,Research,My paper has no data,[redacted]
anon-ID_C_783,Research,Yes,[redacted]
anon-ID_C_784,Research,Yes,[redacted]
anon-ID_C_785,Research,Yes,[redacted]
anon-ID_C_786,Research,Yes,[redacted]
anon-ID_C_787,Research,Yes,[redacted]
anon-ID_C_788,Research,Yes,[redacted]
anon-ID_C_789,Research,My paper has no data,[redacted]
anon-ID_C_790,Review,My paper has no data,[redacted]
anon-ID_C_791,Research,Yes,[redacted]
anon-ID_C_792,Research,Yes,[redacted]
anon-ID_C_793,Research,Yes,[redacted]
anon-ID_C_794,Research,Yes,[redacted]
anon-ID_C_795,Research,My paper has no data,[redacted]
anon-ID_C_796,Research,Yes,[redacted]
anon-ID_C_797,Research,Yes,[redacted]
anon-ID_C_798,Research,Yes,[redacted]
anon-ID_C_799,Research,Yes,[redacted]
anon-ID_C_800,Research,Yes,[redacted]
anon-ID_C_801,Research,Yes,[redacted]
anon-ID_C_802,Research,Yes,[redacted]
anon-ID_C_803,Research,Yes,[redacted]
anon-ID_C_804,Research,Yes,[redacted]
anon-ID_C_805,Research,Yes,[redacted]
anon-ID_C_806,Research,Yes,[redacted]
anon-ID_C_807,Research,Yes,[redacted]
anon-ID_C_808,Commentary,My paper has no data,[redacted]
anon-ID_C_809,Research,Yes,[redacted]
anon-ID_C_810,Research,Yes,[redacted]
anon-ID_C_811,Research,Yes,[redacted]
anon-ID_C_812,Research,Yes,[redacted]
anon-ID_C_813,Research,Yes,[redacted]
anon-ID_C_814,Research,Yes,[redacted]
anon-ID_C_815,Research,Yes,[redacted]
anon-ID_C_816,Research,Yes,[redacted]
anon-ID_C_817,Research,Yes,[redacted]
anon-ID_C_818,Research,Yes,[redacted]
anon-ID_C_819,Review,Yes,[redacted]
anon-ID_C_820,Research,Yes,[redacted]
anon-ID_C_821,Research,Yes,[redacted]
anon-ID_C_822,Research,Yes,[redacted]
anon-ID_C_823,Research,Yes,[redacted]
anon-ID_C_824,Research,Yes,[redacted]
anon-ID_C_825,Research,Yes,[redacted]
anon-ID_C_826,Research,Yes,[redacted]
anon-ID_C_827,Research,Yes,[redacted]
anon-ID_C_828,Research,Yes,[redacted]
anon-ID_C_829,Research,My paper has no data,[redacted]
anon-ID_C_830,Research,Yes,[redacted]
anon-ID_C_831,Research,Yes,[redacted]
anon-ID_C_832,Research,Yes,[redacted]
anon-ID_C_833,Research,Yes,[redacted]
anon-ID_C_834,Research,Yes,[redacted]
anon-ID_C_835,Research,Yes,[redacted]
anon-ID_C_836,Research,Yes,[redacted]
anon-ID_C_837,Research,Yes,[redacted]
anon-ID_C_838,Research,Yes,[redacted]
anon-ID_C_839,Evidence Synthesis,Yes,[redacted]
anon-ID_C_840,Research,Yes,[redacted]
anon-ID_C_841,Research,Yes,[redacted]
anon-ID_C_842,Research,Yes,[redacted]
anon-ID_C_843,Research,Yes,[redacted]
anon-ID_C_844,Research,Yes,[redacted]
anon-ID_C_845,Research,Yes,[redacted]
anon-ID_C_846,Special Feature Reviews,My paper has no data,[redacted]
anon-ID_C_847,Research,Yes,[redacted]
anon-ID_C_848,Research,Yes,[redacted]
anon-ID_C_849,Research,Yes,[redacted]
anon-ID_C_850,Research,Yes,[redacted]
anon-ID_C_851,Commentary,My paper has no data,[redacted]
anon-ID_C_852,Research,Yes,[redacted]
anon-ID_C_853,Research,Yes,[redacted]
anon-ID_C_854,Research,Yes,[redacted]
anon-ID_C_855,Research,Yes,[redacted]
anon-ID_C_856,Research,Yes,[redacted]
anon-ID_C_857,Research,Yes,[redacted]
anon-ID_C_858,Research,Yes,[redacted]
anon-ID_C_859,Research,Yes,[redacted]
anon-ID_C_860,Research,Yes,[redacted]
anon-ID_C_861,Research,Yes,[redacted]
anon-ID_C_862,Research,Yes,[redacted]
anon-ID_C_863,Research,Yes,[redacted]
anon-ID_C_864,Research,Yes,[redacted]
anon-ID_C_865,Research,Yes,[redacted]
anon-ID_C_866,Research,Yes,[redacted]
anon-ID_C_867,Research,Yes,[redacted]
anon-ID_C_868,Research,Yes,[redacted]
anon-ID_C_869,Research,My paper has no data,[redacted]
anon-ID_C_870,Research,My paper has no data,[redacted]
anon-ID_C_871,Research,Yes,[redacted]
anon-ID_C_872,Research,Yes,[redacted]
anon-ID_C_873,Research,Yes,[redacted]
anon-ID_C_874,Research,Yes,[redacted]
anon-ID_C_875,Research,Yes,[redacted]
anon-ID_C_876,Research,Yes,[redacted]
anon-ID_C_877,Research,Yes,[redacted]
anon-ID_C_878,Research,Yes,[redacted]
anon-ID_C_879,Research,Yes,[redacted]
anon-ID_C_880,Research,Yes,[redacted]
anon-ID_C_881,Research,Yes,[redacted]
anon-ID_C_882,Research,Yes,[redacted]
anon-ID_C_883,Research,Yes,[redacted]
anon-ID_C_884,Research,Yes,[redacted]
anon-ID_C_885,Research,Yes,[redacted]
anon-ID_C_886,Research,Yes,[redacted]
anon-ID_C_887,Research,My paper has no data,[redacted]
anon-ID_C_888,Research,Yes,[redacted]
anon-ID_C_889,Research,Yes,[redacted]
anon-ID_C_890,Research,Yes,[redacted]
anon-ID_C_891,Research,Yes,[redacted]
anon-ID_C_892,Research,Yes,[redacted]
anon-ID_C_893,Research,Yes,[redacted]
anon-ID_C_894,Research,Yes,[redacted]
anon-ID_C_895,Research,My paper has no data,[redacted]
anon-ID_C_896,Research,Yes,[redacted]
anon-ID_C_897,Research,Yes,[redacted]
anon-ID_C_898,Research,Yes,[redacted]
anon-ID_C_899,Research,Yes,[redacted]
anon-ID_C_900,Research,Yes,[redacted]
anon-ID_C_901,Research,Yes,[redacted]
anon-ID_C_902,Research,Yes,[redacted]
anon-ID_C_903,Research,Yes,[redacted]
anon-ID_C_904,Research,Yes,[redacted]
anon-ID_C_905,Research,Yes,[redacted]
anon-ID_C_906,Research,Yes,[redacted]
anon-ID_C_907,Research,Yes,[redacted]
anon-ID_C_908,Research,Yes,[redacted]
anon-ID_C_909,Research,Yes,[redacted]
anon-ID_C_910,Research,Yes,[redacted]
anon-ID_C_911,Research,Yes,[redacted]
anon-ID_C_912,Research,Yes,[redacted]
anon-ID_C_913,Research,Yes,[redacted]
anon-ID_C_914,Research,Yes,[redacted]
anon-ID_C_915,Research,My paper has no data,[redacted]
anon-ID_C_916,Research,Yes,[redacted]
anon-ID_C_917,Research,Yes,[redacted]
anon-ID_C_918,Research,My paper has no data,[redacted]
anon-ID_C_919,Research,Yes,[redacted]
anon-ID_C_920,Research,Yes,[redacted]
anon-ID_C_921,Research,Yes,[redacted]
anon-ID_C_922,Research,My paper has no data,[redacted]
anon-ID_C_923,Evidence Synthesis,My paper has no data,[redacted]
anon-ID_C_924,Research,Yes,[redacted]
anon-ID_C_925,Research,Yes,[redacted]
anon-ID_C_926,Research,Yes,[redacted]
anon-ID_C_927,Research,Yes,[redacted]
anon-ID_C_928,Research,Yes,[redacted]
anon-ID_C_929,Research,Yes,[redacted]
anon-ID_C_930,Research,Yes,[redacted]
anon-ID_C_931,Research,Yes,[redacted]
anon-ID_C_932,Special Feature Reviews,My paper has no data,[redacted]
anon-ID_C_933,Research,Yes,[redacted]
anon-ID_C_934,Research,Yes,[redacted]
anon-ID_C_935,Research,Yes,[redacted]
anon-ID_C_936,Research,Yes,[redacted]
anon-ID_C_937,Research,Yes,[redacted]
anon-ID_C_938,Research,Yes,[redacted]
anon-ID_C_939,Research,Yes,[redacted]
anon-ID_C_940,Research,Yes,[redacted]
anon-ID_C_941,Research,Yes,[redacted]
anon-ID_C_942,Research,Yes,[redacted]
anon-ID_C_943,Research,Yes,[redacted]
anon-ID_C_944,Review,My paper has no data,[redacted]
anon-ID_C_945,Research,Yes,[redacted]
anon-ID_C_946,Research,Yes,[redacted]
anon-ID_C_947,Research,Yes,[redacted]
anon-ID_C_948,Research,Yes,[redacted]
anon-ID_C_949,Research,Yes,[redacted]
anon-ID_C_950,Research,Yes,[redacted]
anon-ID_C_951,Research,Yes,[redacted]
anon-ID_C_952,Research,Yes,[redacted]
anon-ID_C_953,Research,Yes,[redacted]
anon-ID_C_954,Research,Yes,[redacted]
anon-ID_C_955,Research,Yes,[redacted]
anon-ID_C_956,Research,Yes,[redacted]
anon-ID_C_957,Research,Yes,[redacted]
anon-ID_C_958,Research,My paper has no data,[redacted]
anon-ID_C_959,Research,Yes,[redacted]
anon-ID_C_960,Research,My paper has no data,[redacted]
anon-ID_C_961,Research,Yes,[redacted]
anon-ID_C_962,Research,Yes,[redacted]
anon-ID_C_963,Research,Yes,[redacted]
anon-ID_C_964,Review,My paper has no data,[redacted]
anon-ID_C_965,Research,Yes,[redacted]
anon-ID_C_966,Biological Science Practices,Yes,[redacted]
anon-ID_C_967,Research,Yes,[redacted]
anon-ID_C_968,Research,Yes,[redacted]
anon-ID_C_969,Research,Yes,[redacted]
anon-ID_C_970,Research,Yes,[redacted]
anon-ID_C_971,Research,Yes,[redacted]
anon-ID_C_972,Research,Yes,[redacted]
anon-ID_C_973,Research,Yes,[redacted]
anon-ID_C_974,Research,Yes,[redacted]
anon-ID_C_975,Research,Yes,[redacted]
anon-ID_C_976,Research,Yes,[redacted]
anon-ID_C_977,Research,Yes,[redacted]
anon-ID_C_978,Research,Yes,[redacted]
anon-ID_C_979,Research,Yes,[redacted]
anon-ID_C_980,Research,Yes,[redacted]
anon-ID_C_981,Research,Yes,[redacted]
anon-ID_C_982,Research,Yes,[redacted]
anon-ID_C_983,Research,Yes,[redacted]
anon-ID_C_984,Research,Yes,[redacted]
anon-ID_C_985,Research,Yes,[redacted]
anon-ID_C_986,Research,My paper has no data,[redacted]
anon-ID_C_987,Research,Yes,[redacted]
anon-ID_C_988,Research,Yes,[redacted]
anon-ID_C_989,Research,Yes,[redacted]
anon-ID_C_990,Research,Yes,[redacted]
anon-ID_C_991,Research,Yes,[redacted]
anon-ID_C_992,Research,Yes,[redacted]
anon-ID_C_993,Research,Yes,[redacted]
anon-ID_C_994,Research,Yes,[redacted]
anon-ID_C_995,Research,My paper has no data,[redacted]
anon-ID_C_996,Research,Yes,[redacted]
anon-ID_C_997,Research,Yes,[redacted]
anon-ID_C_998,Research,Yes,[redacted]
anon-ID_C_999,Research,Yes,[redacted]
anon-ID_C_1000,Research,Yes,[redacted]
anon-ID_C_1001,Research,Yes,[redacted]
anon-ID_C_1002,Research,Yes,[redacted]
anon-ID_C_1003,Research,Yes,[redacted]
anon-ID_C_1004,Research,Yes,[redacted]
anon-ID_C_1005,Research,Yes,[redacted]
anon-ID_C_1006,Research,Yes,[redacted]
anon-ID_C_1007,Research,Yes,[redacted]
anon-ID_C_1008,Research,Yes,[redacted]
anon-ID_C_1009,Research,Yes,[redacted]
anon-ID_C_1010,Research,Yes,[redacted]
anon-ID_C_1011,Research,Yes,[redacted]
anon-ID_C_1012,Research,Yes,[redacted]
anon-ID_C_1013,Research,Yes,[redacted]
anon-ID_C_1014,Research,My paper has no data,[redacted]
anon-ID_C_1015,Research,Yes,[redacted]
anon-ID_C_1016,Research,Yes,[redacted]
anon-ID_C_1017,Research,My paper has no data,[redacted]
anon-ID_C_1018,Review,My paper has no data,[redacted]
anon-ID_C_1019,Research,Yes,[redacted]
anon-ID_C_1020,Research,Yes,[redacted]
anon-ID_C_1021,Research,Yes,[redacted]
anon-ID_C_1022,Research,Yes,[redacted]
anon-ID_C_1023,Research,My paper has no data,[redacted]
anon-ID_C_1024,Research,Yes,[redacted]
anon-ID_C_1025,Evidence Synthesis,Yes,[redacted]
anon-ID_C_1026,Research,Yes,[redacted]
anon-ID_C_1027,Research,Yes,[redacted]
anon-ID_C_1028,Research,My paper has no data,[redacted]
anon-ID_C_1029,Research,Yes,[redacted]
anon-ID_C_1030,Research,Yes,[redacted]
anon-ID_C_1031,Research,Yes,[redacted]
anon-ID_C_1032,Research,Yes,[redacted]
anon-ID_C_1033,Research,My paper has no data,[redacted]
anon-ID_C_1034,Research,Yes,[redacted]
anon-ID_C_1035,Research,Yes,[redacted]
anon-ID_C_1036,Research,My paper has no data,[redacted]
anon-ID_C_1037,Special Feature Reviews,My paper has no data,[redacted]
anon-ID_C_1038,Research,Yes,[redacted]
anon-ID_C_1039,Research,Yes,[redacted]
anon-ID_C_1040,Research,Yes,[redacted]
anon-ID_C_1041,Research,Yes,[redacted]
anon-ID_C_1042,Research,Yes,[redacted]
anon-ID_C_1043,Research,Yes,[redacted]
anon-ID_C_1044,Research,Yes,[redacted]
anon-ID_C_1045,Research,Yes,[redacted]
anon-ID_C_1046,Research,Yes,[redacted]
anon-ID_C_1047,Research,Yes,[redacted]
anon-ID_C_1048,Research,Yes,[redacted]
anon-ID_C_1049,Research,My paper has no data,[redacted]
anon-ID_C_1050,Research,Yes,[redacted]
anon-ID_C_1051,Research,Yes,[redacted]
anon-ID_C_1052,Research,Yes,[redacted]
anon-ID_C_1053,Research,Yes,[redacted]
anon-ID_C_1054,Research,My paper has no data,[redacted]
anon-ID_C_1055,Research,Yes,[redacted]
anon-ID_C_1056,Research,Yes,[redacted]
anon-ID_C_1057,Research,Yes,[redacted]
anon-ID_C_1058,Research,My paper has no data,[redacted]
anon-ID_C_1059,Research,Yes,[redacted]
anon-ID_C_1060,Research,Yes,[redacted]
anon-ID_C_1061,Research,Yes,[redacted]
anon-ID_C_1062,Research,Yes,[redacted]
anon-ID_C_1063,Research,Yes,[redacted]
anon-ID_C_1064,Research,My paper has no data,[redacted]
anon-ID_C_1065,Research,Yes,[redacted]
anon-ID_C_1066,Review,My paper has no data,[redacted]
anon-ID_C_1067,Research,My paper has no data,[redacted]
anon-ID_C_1068,Research,Yes,[redacted]
anon-ID_C_1069,Research,Yes,[redacted]
anon-ID_C_1070,Research,My paper has no data,[redacted]
anon-ID_C_1071,Research,Yes,[redacted]
anon-ID_C_1072,Research,Yes,[redacted]
anon-ID_C_1073,Research,Yes,[redacted]
anon-ID_C_1074,Research,Yes,[redacted]
anon-ID_C_1075,Research,Yes,[redacted]
anon-ID_C_1076,Biological Science Practices,Yes,[redacted]
anon-ID_C_1077,Research,Yes,[redacted]
anon-ID_C_1078,Research,Yes,[redacted]
anon-ID_C_1079,Research,My paper has no data,[redacted]
anon-ID_C_1080,Research,Yes,[redacted]
anon-ID_C_1081,Research,Yes,[redacted]
anon-ID_C_1082,Research,My paper has no data,[redacted]
anon-ID_C_1083,Research,Yes,[redacted]
anon-ID_C_1084,Research,Yes,[redacted]
anon-ID_C_1085,Research,Yes,[redacted]
anon-ID_C_1086,Research,My paper has no data,[redacted]
anon-ID_C_1087,Research,Yes,[redacted]
anon-ID_C_1088,Research,Yes,[redacted]
anon-ID_C_1089,Research,Yes,[redacted]
anon-ID_C_1090,Research,Yes,[redacted]
anon-ID_C_1091,Research,My paper has no data,[redacted]
anon-ID_C_1092,Research,Yes,[redacted]
anon-ID_C_1093,Research,Yes,[redacted]
anon-ID_C_1094,Research,My paper has no data,[redacted]
anon-ID_C_1095,Research,Yes,[redacted]
anon-ID_C_1096,Research,Yes,[redacted]
anon-ID_C_1097,Research,Yes,[redacted]
anon-ID_C_1098,Research,Yes,[redacted]
anon-ID_C_1099,Research,Yes,[redacted]
anon-ID_C_1100,Research,Yes,[redacted]
anon-ID_C_1101,Research,Yes,[redacted]
anon-ID_C_1102,Research,Yes,[redacted]
anon-ID_C_1103,Research,Yes,[redacted]
anon-ID_C_1104,Research,Yes,[redacted]
anon-ID_C_1105,Research,Yes,[redacted]
anon-ID_C_1106,Research,Yes,[redacted]
anon-ID_C_1107,Research,Yes,[redacted]
anon-ID_C_1108,Research,Yes,[redacted]
anon-ID_C_1109,Research,Yes,[redacted]
anon-ID_C_1110,Research,Yes,[redacted]
anon-ID_C_1111,Research,Yes,[redacted]
anon-ID_C_1112,Commentary,My paper has no data,[redacted]
anon-ID_C_1113,Research,Yes,[redacted]
anon-ID_C_1114,Research,Yes,[redacted]
anon-ID_C_1115,Research,Yes,[redacted]
anon-ID_C_1116,Research,Yes,[redacted]
anon-ID_C_1117,Research,Yes,[redacted]
anon-ID_C_1118,Research,Yes,[redacted]
anon-ID_C_1119,Research,Yes,[redacted]
anon-ID_C_1120,Research,Yes,[redacted]
anon-ID_C_1121,Research,Yes,[redacted]
anon-ID_C_1122,Research,Yes,[redacted]
anon-ID_C_1123,Research,Yes,[redacted]
anon-ID_C_1124,Research,Yes,[redacted]
anon-ID_C_1125,Research,Yes,[redacted]
anon-ID_C_1126,Research,Yes,[redacted]
anon-ID_C_1127,Research,Yes,[redacted]
anon-ID_C_1128,Research,Yes,[redacted]
anon-ID_C_1129,Research,,[redacted]
anon-ID_C_1130,Research,Yes,[redacted]
anon-ID_C_1131,Research,Yes,[redacted]
anon-ID_C_1132,Research,Yes,[redacted]
anon-ID_C_1133,Research,Yes,[redacted]
anon-ID_C_1134,Research,Yes,[redacted]
anon-ID_C_1135,Research,My paper has no data,[redacted]
anon-ID_C_1136,Research,My paper has no data,[redacted]
anon-ID_C_1137,Research,Yes,[redacted]
anon-ID_C_1138,Research,Yes,[redacted]
anon-ID_C_1139,Research,Yes,[redacted]
anon-ID_C_1140,Research,Yes,[redacted]
anon-ID_C_1141,Research,Yes,[redacted]
anon-ID_C_1142,Research,Yes,[redacted]
anon-ID_C_1143,Research,Yes,[redacted]
anon-ID_C_1144,Research,Yes,[redacted]
anon-ID_C_1145,Research,Yes,[redacted]
anon-ID_C_1146,Research,Yes,[redacted]
anon-ID_C_1147,Research,Yes,[redacted]
anon-ID_C_1148,Research,Yes,[redacted]
anon-ID_C_1149,Research,Yes,[redacted]
anon-ID_C_1150,Research,Yes,[redacted]
anon-ID_C_1151,Research,Yes,[redacted]
anon-ID_C_1152,Research,Yes,[redacted]
anon-ID_C_1153,Research,My paper has no data,[redacted]
anon-ID_C_1154,Research,Yes,[redacted]
anon-ID_C_1155,Research,Yes,[redacted]
anon-ID_C_1156,Research,Yes,[redacted]
anon-ID_C_1157,Research,Yes,[redacted]
anon-ID_C_1158,Research,My paper has no data,[redacted]
anon-ID_C_1159,Research,Yes,[redacted]
anon-ID_C_1160,Research,Yes,[redacted]
anon-ID_C_1161,Research,Yes,[redacted]
anon-ID_C_1162,Research,Yes,[redacted]
anon-ID_C_1163,Research,Yes,[redacted]
anon-ID_C_1164,Research,Yes,[redacted]
anon-ID_C_1165,Review,Yes,[redacted]
anon-ID_C_1166,Research,Yes,[redacted]
anon-ID_C_1167,Research,Yes,[redacted]
anon-ID_C_1168,Review,My paper has no data,[redacted]
anon-ID_C_1169,Research,My paper has no data,[redacted]
anon-ID_C_1170,Research,Yes,[redacted]
anon-ID_C_1171,Research,Yes,[redacted]
anon-ID_C_1172,Research,Yes,[redacted]
anon-ID_C_1173,Research,Yes,[redacted]
anon-ID_C_1174,Review,Yes,[redacted]
anon-ID_C_1175,Research,Yes,[redacted]
anon-ID_C_1176,Research,Yes,[redacted]
